collection,test_name,solver,k,n,cost_mean,cost_stdev,time_mean,time_stdev
qaplib,tai30a,sfw,1,10,1871866.0,16972.69333959699,0.029108238220214844,0.014909192645625692
qaplib,lipa30b,sfw,1,10,156561.1,10306.01300649286,0.007124018669128418,0.009480014237598556
qaplib,tai60b,sfw,1,10,821809933.1,44507723.57048551,0.004081344604492188,0.0016060681624409036
qaplib,nug30,sfw,1,10,6232.2,54.14388238757912,0.019259142875671386,0.006342088815813955
qaplib,esc16b,sfw,1,10,294.0,2.0,0.10211966037750245,0.025107221136673057
qaplib,nug12,sfw,1,10,598.2,7.717512552629895,0.03487386703491211,0.008779551526904485
qaplib,sko72,sfw,1,10,67099.4,338.6963832106862,0.11633965969085694,0.04571968040062954
qaplib,had12,sfw,1,10,1681.6,2.9393876913398134,0.039809226989746094,0.012175159457281447
qaplib,tho30,sfw,1,10,153885.4,1673.4051631329455,0.015649819374084474,0.004274363713315746
qaplib,nug25,sfw,1,10,3765.0,28.736736070750972,0.02491495609283447,0.011808506065614038
qaplib,esc64a,sfw,1,10,116.8,1.8330302779823362,0.16866614818572997,0.020477068054450303
qaplib,chr12a,sfw,1,10,15521.6,3404.08610936915,0.059397435188293456,0.041497354654933274
qaplib,esc32e,sfw,1,10,4.0,6.0,0.12151880264282226,0.21358583108968024
qaplib,tai100a,sfw,1,10,21481528.8,31396.907964957318,0.11730945110321045,0.03109854019186008
qaplib,tai35b,sfw,1,10,387989451.4,16541708.951871848,0.002006721496582031,0.0009096177600613236
qaplib,nug20,sfw,1,10,2620.6,28.997241248091168,0.02121860980987549,0.006847745163048017
qaplib,had20,sfw,1,10,6969.6,23.37177785278647,0.022854304313659667,0.0027276982445913617
qaplib,lipa20a,sfw,1,10,3854.5,25.20416632225712,0.004627394676208496,0.0013303909123566322
qaplib,ste36a,sfw,1,10,10325.4,401.8019910353855,0.06176812648773193,0.008612255551634551
qaplib,nug24,sfw,1,10,3558.8,36.487806182339874,0.023096895217895506,0.01071293973556008
qaplib,tai10a,sfw,1,10,145487.2,6931.718586324751,0.056013870239257815,0.021511620842513218
qaplib,rou20,sfw,1,10,749463.8,4218.175193137431,0.025654935836791994,0.005523860801748734
qaplib,lipa40b,sfw,1,10,484566.0,23955.0,0.006078982353210449,0.010934031519328138
qaplib,bur26f,sfw,1,10,3968872.9,79786.58113799588,0.0010999679565429688,0.0004598750926749282
qaplib,bur26g,sfw,1,10,10735918.2,187019.6835623459,0.0008174419403076172,0.0002939044959611485
qaplib,lipa60a,sfw,1,10,109118.7,103.34510148042818,0.04315879344940186,0.011568160282476817
qaplib,chr18a,sfw,1,10,19518.6,3842.34012549644,0.0369124174118042,0.024345902488961502
qaplib,esc16d,sfw,1,10,16.8,1.3266499161421599,0.05296435356140137,0.0104599792212175
qaplib,chr22b,sfw,1,10,8272.0,478.89623093108594,0.19533798694610596,0.06762881367702357
qaplib,tho150,sfw,1,10,8248238.8,23460.762770208476,0.5025394916534424,0.15091129616422108
qaplib,tai17a,sfw,1,10,513850.0,10260.794900981113,0.05345630645751953,0.017992224801948415
qaplib,nug28,sfw,1,10,5254.8,57.46790408567203,0.026891422271728516,0.011221403330974726
qaplib,sko100c,sfw,1,10,149298.6,454.08021317824455,0.28799853324890134,0.07574362915880423
qaplib,tai30b,sfw,1,10,1016791729.1,88019511.71991496,0.0020802974700927734,0.0009661738534138501
qaplib,tai35a,sfw,1,10,2508880.0,18078.845162233123,0.04567906856536865,0.023522358564491485
qaplib,tai20b,sfw,1,10,199653421.2,30729758.23182204,0.0008683204650878906,0.00025316696609038427
qaplib,bur26c,sfw,1,10,5726901.7,61359.865602932994,0.0009992599487304687,0.0002695637002921222
qaplib,chr22a,sfw,1,10,8079.6,406.7213296595103,0.17208693027496338,0.02212704582125055
qaplib,lipa90a,sfw,1,10,364998.1,234.3238997627003,0.3386218070983887,0.07666386477301158
qaplib,sko100b,sfw,1,10,155344.8,365.26286424984403,0.298571252822876,0.13207247987218762
qaplib,scr12,sfw,1,10,37389.0,3518.0247014482434,0.08406381607055664,0.04665828304042597
qaplib,tai40a,sfw,1,10,3225668.8,18491.713110471945,0.026949334144592284,0.005080763978936934
qaplib,lipa60b,sfw,1,10,2801317.0,229661.47403384835,0.050978231430053714,0.03694784321378755
qaplib,esc16e,sfw,1,10,30.8,1.6,0.07434546947479248,0.021422309552067118
qaplib,tai20a,sfw,1,10,734311.0,8167.432852494106,0.030383610725402833,0.013021064574263616
qaplib,esc32d,sfw,1,10,207.6,5.9194594347794975,0.039052796363830564,0.011169491274555802
qaplib,bur26h,sfw,1,10,7653521.0,111945.78055916177,0.000986337661743164,0.00033900702466623737
qaplib,lipa50b,sfw,1,10,1231834.3,64770.9,0.02236776351928711,0.039512486287273246
qaplib,rou12,sfw,1,10,245908.0,4792.589112369221,0.049040699005126955,0.013079882060174885
qaplib,esc16f,sfw,1,10,0.0,0.0,0.00012726783752441405,1.9205885554558557e-05
qaplib,tai15a,sfw,1,10,400961.4,5276.5193110610335,0.04047539234161377,0.0113983596076799
qaplib,chr25a,sfw,1,10,6694.6,942.3863538910142,0.08028244972229004,0.03475212611956183
qaplib,nug16a,sfw,1,10,1642.0,13.3566462856512,0.021482110023498535,0.006399764824111181
qaplib,sko81,sfw,1,10,91866.6,316.93160145368904,0.205336856842041,0.11217649217250489
qaplib,bur26d,sfw,1,10,4012450.9,45561.38075267254,0.0021070241928100586,0.0009752154387439401
qaplib,had14,sfw,1,10,2737.2,15.289211882893115,0.032223749160766604,0.0035777613456049384
qaplib,lipa80b,sfw,1,10,8546406.0,782471.2771072176,0.21182565689086913,0.16735719483751885
qaplib,chr20a,sfw,1,10,3309.8,338.5409281017585,0.04945850372314453,0.02441566122979331
qaplib,ste36c,sfw,1,10,9163143.0,1210252.4982446432,0.06734993457794189,0.04348485640656131
qaplib,tai10b,sfw,1,10,1880888.6,189104.49445330483,0.0005791187286376953,0.00022122268846666232
qaplib,ste36b,sfw,1,10,18323.0,1703.949823204897,0.01125333309173584,0.003136548471135568
qaplib,bur26b,sfw,1,10,4044869.6,66626.36505798587,0.001637721061706543,0.0006459921412478426
qaplib,nug17,sfw,1,10,1763.0,18.313929125122222,0.05195033550262451,0.008256174168797167
qaplib,tai25a,sfw,1,10,1210730.4,16690.441427355956,0.06304049491882324,0.017033942309420673
qaplib,wil100,sfw,1,10,274523.2,367.8556238526196,0.3349487066268921,0.1360756532433648
qaplib,lipa70a,sfw,1,10,172398.6,125.51748882127941,0.17140591144561768,0.12641018455443304
qaplib,tai80a,sfw,1,10,13803808.4,24485.597003953164,0.18506283760070802,0.07018005903069707
qaplib,chr15c,sfw,1,10,18332.4,3430.027964900578,0.07028858661651612,0.038052183772927226
qaplib,nug14,sfw,1,10,1058.4,12.15894732285653,0.0399641752243042,0.009825224067856035
qaplib,tai40b,sfw,1,10,969092741.9,45827560.399364874,0.0019341230392456055,0.0007682208977487341
qaplib,tai50a,sfw,1,10,5067697.4,27345.370885032808,0.03284955024719238,0.014671660302671237
qaplib,chr12c,sfw,1,10,19745.4,4609.90733529428,0.12361345291137696,0.041995601783627066
qaplib,esc16c,sfw,1,10,169.4,4.004996878900157,0.08497781753540039,0.009119436330928774
qaplib,nug22,sfw,1,10,3688.6,63.6556360426946,0.02179410457611084,0.009323645451513035
qaplib,esc32g,sfw,1,10,7.8,1.4,0.16077656745910646,0.040152902691947275
qaplib,nug27,sfw,1,10,5352.2,48.9035786011617,0.03118135929107666,0.01570063517724066
qaplib,lipa90b,sfw,1,10,13517967.2,1258648.3754209355,0.11541805267333985,0.09597642845462406
qaplib,chr20c,sfw,1,10,20893.0,2063.7172771482046,0.005606818199157715,0.004841879825025439
qaplib,esc32h,sfw,1,10,460.6,15.441502517566093,0.08107430934906006,0.026465995484274564
qaplib,tho40,sfw,1,10,245672.0,2815.146603642517,0.028687691688537596,0.012279425092871684
qaplib,sko100d,sfw,1,10,150826.0,553.71400560217,0.4682639122009277,0.18382677219481938
qaplib,sko90,sfw,1,10,116638.4,522.717361487066,0.3051002979278564,0.19514263383352265
qaplib,tai64c,sfw,1,10,1942702.0,51040.73351353799,0.006325364112854004,0.002685897286070046
qaplib,nug16b,sfw,1,10,1287.4,40.18009457430383,0.0324901819229126,0.018663894049881998
qaplib,tai12a,sfw,1,10,240558.6,6169.924151883879,0.03790824413299561,0.012604728273696473
qaplib,esc16j,sfw,1,10,8.2,0.6,0.001041555404663086,0.00030220722894462224
qaplib,sko56,sfw,1,10,34882.0,194.2493243231492,0.05539884567260742,0.019507383411522805
qaplib,sko100f,sfw,1,10,150741.4,312.08723139532634,0.33747239112854005,0.10265730391966663
qaplib,nug18,sfw,1,10,1973.2,19.35355264544471,0.02991495132446289,0.00854794338223136
qaplib,chr18b,sfw,1,10,2023.8,211.78375763972082,0.1530686140060425,0.03362352239013065
qaplib,esc32a,sfw,1,10,156.4,7.889233169326408,0.047854495048522946,0.02031609232069957
qaplib,sko64,sfw,1,10,48959.4,177.82474518469022,0.05809805393218994,0.020146243205165674
qaplib,lipa50a,sfw,1,10,63399.3,70.34067102324231,0.0314910888671875,0.00952298621885923
qaplib,tai256c,sfw,1,10,45165472.8,77688.76231322005,0.6613703012466431,0.13052255773479773
qaplib,lipa70b,sfw,1,10,5045589.2,442542.929244113,0.10027585029602051,0.07874343709923981
qaplib,kra32,sfw,1,10,93270.0,1509.9072819216417,0.04770221710205078,0.02194167539065986
qaplib,tai100b,sfw,1,10,1399125086.7,20887232.354649436,0.043932867050170896,0.02919324392378908
qaplib,tai150b,sfw,1,10,585458489.2,8344715.851705698,0.08455910682678222,0.030738910653700453
qaplib,els19,sfw,1,10,27487328.0,7776766.389939665,0.02381291389465332,0.04944595362193371
qaplib,tai50b,sfw,1,10,616023119.2,64908142.35004948,0.0036054134368896486,0.001527914257378435
qaplib,sko100e,sfw,1,10,151210.4,580.9900515499384,0.22744839191436766,0.05417184673582523
qaplib,nug21,sfw,1,10,2499.2,44.53493011109369,0.02841479778289795,0.013312322628936227
qaplib,bur26a,sfw,1,10,5685319.5,49071.8510049295,0.0008953094482421875,0.0003132741707933633
qaplib,scr20,sfw,1,10,121513.2,5236.936218821077,0.06276144981384277,0.021788602778648608
qaplib,nug15,sfw,1,10,1185.6,22.782449385437026,0.03845870494842529,0.011485447884789798
qaplib,tai80b,sfw,1,10,1044597910.6,39450898.24943244,0.017632031440734865,0.0063303642996840204
qaplib,tai60a,sfw,1,10,7389281.2,20844.550888901395,0.04112565517425537,0.013379912022752155
qaplib,sko49,sfw,1,10,23655.8,155.45661774270016,0.04319033622741699,0.017030000126622688
qaplib,esc16a,sfw,1,10,70.8,1.32664991614216,0.04157376289367676,0.007761482933326935
