collection,test_name,solver,k,n,stop_tol,cost_mean,cost_stdev,cost_best_known,cost_relative_gap,cost_pre_rounded,norm_diff_best_prerounded,norm_diff_best_rounded,norm_diff_prerounded_rounded,time_mean,time_stdev,iters_best_mean,iters_min_of_k_mean,iters_mean_of_k_mean,max_iters_reached(1e5),birkhoff_infeasibility
qaplib,lipa20a,sfw,1,3,0.0001,3797.3333333333335,11.469767022723502,3683,0.03104353335143456,3660.4434758863686,5.116718188305609,6.271174881214165,3.1161321969940694,0.0866394837697347,0.014803055189436535,594.0,594.0,594.0,False,0.0
qaplib,lipa20a,tos,1,3,0.0001,3817.6666666666665,8.73053390247253,3683,0.03656439496787035,3661.157936873689,4.8885733838855865,6.106640406050346,3.3222622863855924,0.34054843584696454,0.04217745921225608,4191.0,4191.0,4191.0,False,2.1863688856886396e-05
qaplib,ste36a,sfw,1,3,0.0001,10707.333333333334,321.4812937360776,9526,0.12401147736020722,10210.76750644263,7.679779553411241,8.201833499828567,2.2339383012396072,0.16547664006551108,0.054062150914178216,490.0,490.0,490.0,False,0.0
qaplib,ste36a,tos,1,3,0.0001,10054.666666666666,46.828291543562514,9526,0.0554972356358037,9794.117738099678,7.321535078842628,8.48528137423857,3.44322153255364,0.5882345040639242,0.05101531219222668,5830.333333333333,5830.333333333333,5830.333333333333,False,1.3424522368027798e-05
qaplib,nug24,sfw,1,3,0.0001,3549.3333333333335,16.110727964792762,3488,0.017584097859327262,3514.595636322358,6.290726736554329,6.730424637269546,1.845012922453926,0.029268185297648113,0.004341534183073814,179.0,179.0,179.0,False,0.0
qaplib,nug24,tos,1,3,0.0001,3563.3333333333335,14.817407180595245,3488,0.02159785932721717,3522.7317564920886,5.872562456951679,6.479515199818473,2.198059410092821,0.29072221120198566,0.027398559320494335,3651.0,3651.0,3651.0,False,1.131668856958538e-05
qaplib,rou20,sfw,1,3,0.0001,753175.3333333334,13671.308967647863,725522,0.0381150858738031,734301.5888295708,5.302054149109263,5.706288384357433,1.8481915535114448,0.036557674407958984,0.00855031061102546,289.6666666666667,289.6666666666667,289.6666666666667,False,0.0
qaplib,rou20,tos,1,3,0.0001,749010.0,12940.262748491625,725522,0.03237393214816367,732615.3898616162,5.3790684864037175,5.877577596744573,1.7464374929466135,0.30096880594889325,0.08195292233615079,4171.666666666667,4171.666666666667,4171.666666666667,False,3.5325879279967777e-05
qaplib,lipa40b,sfw,1,3,0.0001,476581.0,0.0,476581,0.0,476581.0,0.0,0.0,0.0,0.002178192138671875,0.00034351713144014994,7.333333333333333,7.333333333333333,7.333333333333333,False,0.0
qaplib,lipa40b,tos,1,3,0.0001,476581.0,0.0,476581,0.0,476579.3498278383,0.005257557562529171,0.0,0.005257557562529171,0.16031614939371744,0.008745889437827035,1273.6666666666667,1273.6666666666667,1273.6666666666667,False,0.0001662006985636587
qaplib,bur26f,sfw,1,3,0.0001,3823982.0,20264.002023292436,3782044,0.011088712875894621,3823982.0,6.58127045998033,6.58127045998033,0.0,0.0011837482452392578,0.00032619327158864406,5.0,5.0,5.0,False,0.0
qaplib,bur26f,tos,1,3,0.0001,3788157.0,1704.4097707613232,3782044,0.0016163217561720594,3797179.965722017,5.158127347658511,6.973878588109585,4.110071082350931,0.5246063868204752,0.045511499319201176,5773.333333333333,5773.333333333333,5773.333333333333,False,2.1872649066539183e-05
qaplib,bur26g,sfw,1,3,0.0001,10323518.0,144287.18774952498,10117172,0.020395620436224667,10303720.576283874,6.511484937085263,6.975824757472164,1.382065391192407,0.0010277430216471355,5.549653013454611e-05,4.666666666666667,4.666666666666667,4.666666666666667,False,0.0
qaplib,bur26g,tos,1,3,0.0001,10164513.0,6948.869308503842,10117172,0.004679272033726421,10199259.851022264,4.948194820355283,6.730424637269546,4.149654059435487,0.4220437208811442,0.024147926883236262,4722.0,4722.0,4722.0,False,1.7237422058714632e-05
