collection,test_name,solver,k,n,cost_mean,cost_stdev,cost_best_known,cost_relative_gap,cost_pre_rounded,norm_diff_best_prerounded,norm_diff_best_rounded,norm_diff_prerounded_rounded,time_mean,time_stdev,iters_best_mean,iters_min_of_k_mean,iters_mean_of_k_mean,max_iters_reached(1e5),birkhoff_infeasibility
qaplib,esc16i,sfw,1,1,14.0,0.0,14,0.0,11.00109301251688,5.379325401171976,5.477225575051661,1.4133804653225157,0.287736177444458,0.0,2621.0,2621.0,2621.0,False,0.0
qaplib,esc16i,tos,1,1,14.0,0.0,14,0.0,10.002733309220163,4.8084402716699,5.656854249492381,2.7669945831458462,0.04217934608459473,0.0,691.0,691.0,691.0,False,2.009230308278859e-06
qaplib,esc128,sfw,1,1,68.0,0.0,64,0.0625,59.043746969113116,15.504573447071932,16.0,3.640970170016722,7.928067922592163,0.0,2355.0,2355.0,2355.0,False,0.0
qaplib,esc128,tos,1,1,76.0,0.0,64,0.1875,71.38695276947402,11.73019392225805,15.937377450509228,10.674940082935827,6.444143295288086,0.0,6851.0,6851.0,6851.0,False,4.2327563749819636e-05
qaplib,chr15a,sfw,1,1,14178.0,0.0,9896,0.43270008084074374,11813.17059434277,4.628813408370789,4.898979485566356,1.657357155352152,0.22983670234680176,0.0,2136.0,2136.0,2136.0,False,0.0
qaplib,chr15a,tos,1,1,12498.0,0.0,9896,0.26293451899757475,10970.084246333048,4.774174550310776,5.0990195135927845,1.6173467255350094,0.08925628662109375,0.0,1472.0,1472.0,1472.0,False,6.317094319405845e-05
qaplib,lipa40a,sfw,1,1,32319.0,0.0,31538,0.02476377703088338,31680.708556987298,6.694451316740488,8.94427190999916,5.273025039860301,0.01399374008178711,0.0,44.0,44.0,44.0,False,0.0
qaplib,lipa40a,tos,1,1,32354.0,0.0,31538,0.025873549369015158,31636.43288075341,6.647111403550256,8.831760866327848,5.20264514695242,8.81390643119812,0.0,100000.0,100000.0,100000.0,True,4.3313595457276376e-06
qaplib,chr20b,sfw,1,1,3488.0,0.0,2298,0.5178416013925152,3092.699884539024,5.880246540476258,6.324555320336759,1.713813876219547,0.20542383193969727,0.0,1887.0,1887.0,1887.0,False,0.0
qaplib,chr20b,tos,1,1,2872.0,0.0,2298,0.24978241949521324,2520.3047288261487,5.978056572359418,6.324555320336759,1.606609271783264,0.19527506828308105,0.0,3298.0,3298.0,3298.0,False,6.522856511438632e-05
qaplib,scr15,sfw,1,1,51140.0,0.0,51140,0.0,49434.982193929056,4.713361541546433,4.898979485566356,0.8441070473590147,0.021840572357177734,0.0,188.0,188.0,188.0,False,0.0
qaplib,scr15,tos,1,1,56644.0,0.0,51140,0.10762612436448964,53483.18678395355,4.805589612236531,5.477225575051661,2.2023572308906814,0.1296684741973877,0.0,2330.0,2330.0,2330.0,False,2.0330667868530106e-05
qaplib,esc16h,sfw,1,1,996.0,0.0,996,0.0,847.8365210472023,4.577972873324297,5.656854249492381,2.702429780619151,0.15641283988952637,0.0,1510.0,1510.0,1510.0,False,0.0
qaplib,esc16h,tos,1,1,1100.0,0.0,996,0.10441767068273092,961.654099122599,4.533907107141836,5.656854249492381,3.0329848343534143,0.17070341110229492,0.0,3184.0,3184.0,3184.0,False,0.00016468871116795855
qaplib,tai25b,sfw,1,1,458284444.0,0.0,344355646,0.33084631927306923,458284444.0,6.48074069840786,6.48074069840786,0.0,0.0006914138793945312,0.0,5.0,5.0,5.0,False,0.0
qaplib,tai25b,tos,1,1,581486458.0,0.0,344355646,0.6886218209414809,556894267.8512212,5.3761187193087565,6.928203230275509,3.5359332482469776,6.540215492248535,0.0,100000.0,100000.0,100000.0,True,1.6097458912374202e-05
qaplib,had16,sfw,1,1,3736.0,0.0,3720,0.004301075268817204,3650.7162536687356,2.963189794320593,3.4641016151377544,2.6022862797155817,0.03533339500427246,0.0,284.0,284.0,284.0,False,0.0
qaplib,had16,tos,1,1,3736.0,0.0,3720,0.004301075268817204,3650.7633568569117,2.9858493078400272,3.4641016151377544,2.662726909158082,0.13702130317687988,0.0,2514.0,2514.0,2514.0,False,3.4725623013511184e-06
qaplib,rou15,sfw,1,1,372356.0,0.0,354210,0.05122949662629513,366765.1042562499,4.873579824172781,5.0990195135927845,1.133704229875863,0.022678613662719727,0.0,229.0,229.0,229.0,False,0.0
qaplib,rou15,tos,1,1,365050.0,0.0,354210,0.03060331441800062,359582.4099022964,4.710016821475507,5.0990195135927845,1.6247585536756128,0.13889241218566895,0.0,2476.0,2476.0,2476.0,False,2.0821503883753154e-06
qaplib,tai15b,sfw,1,1,347461635.0,0.0,51765268,5.712254150794699,347461635.0,5.291502622129181,5.291502622129181,0.0,0.00015735626220703125,0.0,1.0,1.0,1.0,False,0.0
qaplib,tai15b,tos,1,1,422324927.0,0.0,51765268,7.158461132665246,351653021.46310496,3.7995177303951895,5.477225575051661,3.5120072064516665,0.19106698036193848,0.0,3487.0,3487.0,3487.0,False,5.824413776655642e-07
qaplib,esc32b,sfw,1,1,200.0,0.0,168,0.19047619047619047,198.36405018049467,7.720193931474008,8.0,1.058093119656376,0.032163143157958984,0.0,192.0,192.0,192.0,False,0.0
qaplib,esc32b,tos,1,1,192.0,0.0,168,0.14285714285714285,187.0622776070154,7.261626118752307,8.0,3.1455448323577744,0.16988086700439453,0.0,1875.0,1875.0,1875.0,False,3.363139406929224e-06
qaplib,esc16g,sfw,1,1,28.0,0.0,26,0.07692307692307693,27.103769562796295,5.264756826466257,5.477225575051661,1.0795971149560193,0.07126712799072266,0.0,750.0,750.0,750.0,False,0.0
qaplib,esc16g,tos,1,1,26.0,0.0,26,0.0,25.335692577789047,4.681668556383232,5.477225575051661,2.7820490711990757,0.09269928932189941,0.0,1649.0,1649.0,1649.0,False,1.1231819977897303e-05
qaplib,sko42,sfw,1,1,16044.0,0.0,15812,0.014672400708322793,15999.925613169706,8.498631097527573,9.055385138137417,2.3596607698838494,0.027825117111206055,0.0,78.0,78.0,78.0,False,0.0
qaplib,sko42,tos,1,1,16506.0,0.0,15812,0.0438907159119656,16009.79509508629,7.852643398767065,9.055385138137417,3.966210451332348,0.40116167068481445,0.0,4225.0,4225.0,4225.0,False,8.794225704101096e-06
qaplib,lipa30a,sfw,1,1,13578.0,0.0,13178,0.030353619669145546,13267.338570294974,5.7583114998237095,7.615773105863909,4.6152792197240515,0.010555267333984375,0.0,43.0,43.0,43.0,False,0.0
qaplib,lipa30a,tos,1,1,13576.0,0.0,13178,0.03020185157079982,13218.605017694768,5.8239502532535905,7.615773105863909,4.419438959298759,7.365075588226318,0.0,100000.0,100000.0,100000.0,True,8.900080095493842e-07
qaplib,had18,sfw,1,1,5390.0,0.0,5358,0.0059723777528928705,5284.346173965305,4.8046460112363665,5.830951894845301,2.9841930543542676,0.02940845489501953,0.0,262.0,262.0,262.0,False,0.0
