collection,test_name,solver,k,n,stop_tol,cost_mean,cost_stdev,cost_best_known,cost_relative_gap,cost_pre_rounded,norm_diff_best_prerounded,norm_diff_best_rounded,norm_diff_prerounded_rounded,time_mean,time_stdev,iters_best_mean,iters_min_of_k_mean,iters_mean_of_k_mean,max_iters_reached(1e5),birkhoff_infeasibility
qaplib-subset,sko100a,tos,2,3,0.0001,154196.66666666666,564.4237966477159,152002,0.01443840651219495,154246.1954391478,11.090270886528218,13.928020066857442,7.7472021266823825,8.700282653172811,0.269067502399321,5904.666666666667,5896.666666666667,6217.0,False,6.655749117387953e-06
qaplib-subset,sko100a,sfw,2,3,0.0001,153177.33333333334,419.40063052991337,152002,0.007732354398845693,153090.3433049252,13.082974577913879,13.951765343853504,3.2933843873376483,0.469359556833903,0.08542967424003559,42.666666666666664,34.333333333333336,49.333333333333336,False,0.0
qaplib-subset,esc128,tos,2,3,0.0001,70.0,3.265986323710904,64,0.09375,62.274697313718455,11.85094462302546,15.895464394428105,10.418499060654538,11.818516890207926,0.4148075665476265,6817.333333333333,5449.666666666667,6133.5,False,3.353130269151428e-05
qaplib-subset,esc128,sfw,2,3,0.0001,68.66666666666667,5.2493385826745405,64,0.07291666666666674,58.75107794207151,15.631492089498954,15.97912581683641,2.876340480688643,8.43545643488566,0.3916934110591902,1545.3333333333333,1514.0,1622.8333333333333,False,0.0
qaplib-subset,nug30,tos,2,3,0.0001,6192.0,32.78210894171799,6124,0.011103853690398433,6169.527181377599,6.653550156674719,7.438366258481767,2.2528979383700354,1.1453161239624023,0.2578331968868409,6038.666666666667,4625.0,5331.833333333333,False,1.9640890007038267e-05
qaplib-subset,nug30,sfw,2,3,0.0001,6222.666666666667,7.363574011458175,6124,0.016111473982146796,6159.822549628738,6.662400563154417,7.2496531767403445,2.4493877409378837,0.07285547256469727,0.008578042799458344,182.33333333333334,138.66666666666666,173.33333333333334,False,0.0
qaplib-subset,esc64a,tos,2,3,0.0001,116.66666666666667,0.9428090415820634,116,0.00574712643678165,106.07075764816913,8.587498337766037,11.313708498984761,6.9326970516442215,2.1495277086893716,0.10604014464310438,5908.0,5628.333333333333,5812.166666666667,False,1.2587147079661345e-05
qaplib-subset,esc64a,sfw,2,3,0.0001,116.0,0.0,116,0.0,105.36448587835464,10.898395409197677,11.224736461655544,2.4218826366255546,1.1272627512613933,0.16475012929667984,855.6666666666666,855.6666666666666,1125.5,False,0.0
qaplib-subset,tai100a,tos,2,3,0.0001,21772962.666666668,76245.45670107535,21044752,0.034602957861735215,21787593.563253496,12.569865065284427,13.97600794461284,4.897064192197854,12.754231373469034,0.27824120138038355,10308.333333333334,9267.666666666666,9840.666666666666,False,1.4203955465205484e-05
qaplib-subset,tai100a,sfw,2,3,0.0001,21446481.333333332,16828.37780522994,21044752,0.01908928807207289,21429381.860628087,13.800104709369274,14.118506175644063,2.0579248932693672,0.2201227347056071,0.031994493843329724,64.66666666666667,48.0,57.0,False,0.0
qaplib-subset,had20,tos,2,3,0.0001,6936.666666666667,2.494438257849294,6922,0.002118848117114558,6834.995277884031,3.4681054458331473,4.3918990446873325,3.2069680877080664,0.5663912296295166,0.028247930866967225,2883.6666666666665,2883.6666666666665,3066.5,False,8.498539896685766e-06
qaplib-subset,had20,sfw,2,3,0.0001,6948.666666666667,9.285592184789413,6922,0.003852451122026433,6841.246895922336,3.82264904690294,4.746879895426142,3.0673009241990052,0.05432391166687012,0.002983816985447108,157.33333333333334,157.33333333333334,201.16666666666666,False,0.0
qaplib-subset,rou20,tos,2,3,0.0001,745406.0,4809.275482509467,725522,0.02740647423510245,730334.7986906249,5.368925833404418,5.942105930886527,1.8594703118042881,0.6532487869262695,0.10428867813037972,3847.6666666666665,2935.6666666666665,3593.6666666666665,False,6.880848625886208e-06
qaplib-subset,rou20,sfw,2,3,0.0001,748177.3333333334,7689.8716648733625,725522,0.031226252730218205,736543.9134566225,5.600609340972468,5.998455299271424,1.7067366661903327,0.0945282777150472,0.012494647126585545,303.0,283.0,318.6666666666667,False,0.0
qaplib-subset,tho150,tos,2,3,0.0001,8223177.333333333,9956.845595981802,8133398,0.01103835485898182,8259782.43281455,13.187375934357876,17.1060047445069,10.092154234530907,24.428199529647827,3.390908052807153,6228.666666666667,6198.0,6425.5,False,3.6158233341347493e-06
qaplib-subset,tho150,sfw,2,3,0.0001,8208958.0,7515.746846898628,8133398,0.009290090070595341,8207488.196085592,16.315389599463092,17.164906367536204,3.6926534009765652,1.5516093571980794,0.04298985256797053,52.333333333333336,46.666666666666664,53.833333333333336,False,0.0
qaplib-subset,lipa90a,tos,2,3,0.0001,364946.0,201.9174748917653,360630,0.01196794498516485,361625.6092451306,9.771076325648684,13.190324944268184,8.426257812643913,15.274520635604858,1.6191319150712429,9603.333333333334,9570.0,9672.166666666666,False,3.1047892986821316e-06
qaplib-subset,lipa90a,sfw,2,3,0.0001,363707.3333333333,136.53164061450698,360630,0.008533215021859839,360543.4800127863,10.847532554134867,13.291411362175197,6.746734829605679,2.093799114227295,0.2826363274229356,255.0,217.0,251.5,False,0.0
qaplib-subset,sko100b,tos,2,3,0.0001,155614.0,172.04650534085255,153890,0.011202807199948015,155985.6842583431,10.987219505032956,13.97539479194039,7.679626562007542,9.001559654871622,0.7170210258598958,6242.666666666667,5971.0,6203.0,False,6.795927318593041e-06
